t,wind_direction,wind_direction_quality,wind_speed,wind_speed_quality,air_temperature,air_temperature_quality,dew_point,dew_point_quality,air_pressure_at_sea_level,air_pressure_at_sea_level_quality,rainfall_1,rainfall_1_quality,rainfall_1_period
1996-09-11T05:34Z,3.83972435438753,1,1.5,1,9,1,7,1,,9,,,
1996-09-11T06:34Z,3.49065850398866,1,1.5,1,9,1,7,1,,9,,,
1996-09-11T07:34Z,,1,0,1,9,1,7,1,,9,,,
1996-09-11T08:34Z,,1,0,1,9,1,7,1,,9,,,
1996-09-11T09:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-11T10:34Z,4.71238898038469,1,2.1,1,9,1,7,1,,9,,,
1996-09-11T11:34Z,1.5707963267949,1,2.6,1,8,1,6,1,,9,,,
1996-09-11T12:34Z,2.79252680319093,1,1.5,1,8,1,7,1,,9,,,
1996-09-11T13:54Z,,1,0,1,8,1,5,1,,9,,,
1996-09-11T14:34Z,1.74532925199433,1,1.5,1,7,1,6,1,,9,,,
1996-09-11T15:34Z,5.23598775598299,1,1.5,1,8,1,6,1,,9,,,
1996-09-11T17:14Z,,1,0,1,8,1,6,1,,9,,,
1996-09-11T17:54Z,,1,0,1,8,1,7,1,,9,,,
1996-09-11T18:34Z,,1,0,1,8,1,8,1,,9,,,
1996-09-11T19:34Z,3.31612557878923,1,1.5,1,9,1,8,1,,9,,,
1996-09-11T20:34Z,3.14159265358979,1,2.6,1,9,1,8,1,,9,,,
1996-09-11T21:14Z,2.26892802759263,1,2.6,1,,9,,9,,9,,,
1996-09-11T22:14Z,3.31612557878923,1,1.5,1,11,1,8,1,,9,,,
1996-09-11T23:14Z,0.349065850398866,1,2.1,1,9,1,7,1,,9,0.001,1,3600
1996-09-11T23:34Z,6.10865238198015,1,1.5,1,9,1,7,1,,9,0.002,1,3600
1996-09-12T00:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-12T01:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-12T02:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-12T03:34Z,2.44346095279206,1,1.5,1,9,1,7,1,,9,,,
1996-09-12T04:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-12T05:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-12T06:54Z,3.14159265358979,1,1.5,1,8,1,7,1,,9,3e-04,1,3600
1996-09-12T07:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-12T11:34Z,,1,0,1,7,1,7,1,,9,,,
1996-09-12T13:14Z,,1,0,1,7,1,6,1,,9,,,
1996-09-12T13:54Z,,1,0,1,7,1,6,1,,9,,,
1996-09-12T14:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-12T15:34Z,,1,0,1,7,1,7,1,,9,,,
1996-09-12T16:34Z,,1,0,1,7,1,5,1,,9,,,
1996-09-12T17:54Z,,1,0,1,8,1,7,1,,9,,,
1996-09-12T18:54Z,,1,0,1,8,1,7,1,,9,,,
1996-09-12T19:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-12T20:34Z,,1,0,1,9,1,7,1,,9,,,
1996-09-12T21:34Z,,1,0,1,11,1,7,1,,9,,,
1996-09-12T23:14Z,,1,0,1,11,1,8,1,,9,,,
1996-09-12T23:54Z,1.22173047639603,1,2.1,1,11,1,8,1,,9,,,
1996-09-13T00:34Z,,1,0,1,11,1,8,1,,9,,,
1996-09-13T01:34Z,,1,0,1,11,1,8,1,,9,,,
1996-09-13T02:54Z,,1,0,1,11,1,8,1,,9,,,
1996-09-13T03:34Z,,1,0,1,10,1,8,1,,9,3e-04,1,3600
1996-09-13T04:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-13T05:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-13T07:14Z,3.14159265358979,1,3.1,1,8,1,6,1,,9,,,
1996-09-13T07:34Z,,1,0,1,8,1,6,1,,9,,,
1996-09-13T08:34Z,,1,0,1,7,1,6,1,,9,3e-04,1,3600
1996-09-13T09:54Z,,1,0,1,7,1,6,1,,9,,,
1996-09-13T10:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-13T11:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-13T12:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-13T13:54Z,,1,0,1,7,1,6,1,,9,,,
1996-09-13T14:34Z,3.14159265358979,1,2.1,1,7,1,6,1,,9,,,
1996-09-13T15:34Z,1.0471975511966,1,1.5,1,7,1,6,1,,9,,,
1996-09-13T16:34Z,,1,0,1,8,1,6,1,,9,,,
1996-09-13T17:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-13T18:34Z,3.31612557878923,1,1.5,1,8,1,7,1,,9,,,
1996-09-13T19:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-13T20:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-13T22:14Z,,1,0,1,10,1,8,1,,9,3e-04,1,3600
1996-09-13T22:34Z,,1,0,1,10,1,8,1,,9,3e-04,1,3600
1996-09-13T23:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-14T00:34Z,,1,0,1,10,1,8,1,,9,,,
1996-09-14T01:34Z,,1,0,1,11,1,9,1,,9,,,
1996-09-14T02:34Z,6.10865238198015,1,1.5,1,10,1,8,1,,9,,,
1996-09-14T03:54Z,,1,0,1,9,1,7,1,,9,,,
1996-09-14T04:34Z,,1,0,1,9,1,7,1,,9,,,
1996-09-14T05:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-14T06:34Z,,1,0,1,7,1,7,1,,9,,,
1996-09-14T07:34Z,,1,0,1,6,1,6,1,,9,,,
1996-09-14T08:34Z,3.49065850398866,1,2.1,1,5,1,4,1,,9,,,
1996-09-14T09:34Z,,1,0,1,4,1,3,1,,9,,,
1996-09-14T11:14Z,,1,0,1,6,1,5,1,,9,,,
1996-09-14T11:34Z,,1,0,1,6,1,4,1,,9,,,
1996-09-14T12:34Z,,1,0,1,6,1,5,1,,9,,,
1996-09-14T14:14Z,,1,0,1,5,1,4,1,,9,,,
1996-09-14T16:14Z,,1,0,1,6,1,4,1,,9,,,
1996-09-14T16:34Z,2.44346095279206,1,1.5,1,7,1,6,1,,9,,,
1996-09-14T17:34Z,,1,0,1,9,1,7,1,,9,,,
1996-09-14T18:34Z,0.523598775598299,1,2.1,1,10,1,7,1,,9,,,
1996-09-14T19:34Z,0.698131700797732,1,2.6,1,12,1,8,1,,9,,,
1996-09-14T21:14Z,0.698131700797732,1,1.5,1,12,1,7,1,,9,,,
1996-09-14T21:34Z,0.698131700797732,1,1.5,1,13,1,8,1,,9,,,
1996-09-14T22:34Z,0.349065850398866,1,2.1,1,15,1,8,1,,9,,,
1996-09-14T23:34Z,0.523598775598299,1,2.6,1,15,1,7,1,,9,,,
1996-09-15T00:34Z,0.523598775598299,1,3.1,1,14,1,7,1,,9,,,
1996-09-15T01:54Z,0,1,4.6,1,13,1,7,1,,9,,,
1996-09-15T02:34Z,5.93411945678072,1,4.1,1,12,1,8,1,,9,,,
1996-09-15T03:34Z,0,1,3.6,1,12,1,7,1,,9,,,
1996-09-15T05:14Z,,1,0,1,11,1,8,1,,9,,,
1996-09-15T05:34Z,,1,0,1,10,1,8,1,,9,,,
1996-09-15T06:34Z,,1,0,1,10,1,8,1,,9,,,
1996-09-15T07:34Z,2.0943951023932,1,1.5,1,9,1,8,1,,9,,,
1996-09-15T08:34Z,3.31612557878923,1,1.5,1,8,1,7,1,,9,,,
1996-09-15T09:34Z,,1,0,1,8,1,8,1,,9,,,
1996-09-15T10:34Z,3.14159265358979,1,2.1,1,8,1,7,1,,9,,,
1996-09-15T11:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-15T12:34Z,3.31612557878923,1,2.6,1,7,1,6,1,,9,,,
1996-09-15T13:54Z,,1,0,1,7,1,7,1,,9,,,
1996-09-15T14:34Z,3.14159265358979,1,2.1,1,8,1,6,1,,9,,,
1996-09-15T15:34Z,3.31612557878923,1,2.1,1,7,1,6,1,,9,,,
1996-09-15T16:34Z,,1,0,1,8,1,6,1,,9,,,
1996-09-15T17:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-15T19:14Z,,1,0,1,10,1,8,1,,9,,,
1996-09-15T19:34Z,,1,0,1,11,1,8,1,,9,,,
1996-09-15T20:34Z,,1,0,1,11,1,8,1,,9,,,
1996-09-15T21:34Z,,1,0,1,11,1,8,1,,9,,,
1996-09-15T22:34Z,1.0471975511966,1,1.5,1,12,1,8,1,,9,,,
1996-09-15T23:34Z,,1,0,1,12,1,8,1,,9,,,
1996-09-16T00:34Z,0.698131700797732,1,2.1,1,13,1,8,1,,9,,,
1996-09-16T02:14Z,,1,0,1,12,1,8,1,,9,,,
1996-09-16T02:34Z,,1,0,1,12,1,8,1,,9,,,
1996-09-16T04:14Z,2.96705972839036,1,1.5,1,9,1,6,1,,9,,,
1996-09-16T04:34Z,3.14159265358979,1,1.5,1,8,1,6,1,,9,,,
1996-09-16T05:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-16T06:34Z,,1,0,1,7,1,5,1,,9,,,
1996-09-16T07:34Z,1.91986217719376,1,1.5,1,7,1,5,1,,9,,,
1996-09-16T08:34Z,,1,0,1,7,1,5,1,,9,,,
1996-09-16T09:36Z,3.83972435438753,1,1.5,1,8,1,6,1,,9,,,
1996-09-16T11:16Z,,1,0,1,7,1,6,1,,9,,,
1996-09-16T11:36Z,,1,0,1,8,1,6,1,,9,,,
1996-09-16T12:36Z,,1,0,1,7,1,5,1,,9,,,
1996-09-16T14:00Z,,1,0,1,7,1,6,1,,9,,,
1996-09-16T14:36Z,,1,0,1,7,1,5,1,,9,,,
1996-09-16T15:36Z,5.23598775598299,1,2.1,1,7,1,6,1,,9,,,
1996-09-16T16:36Z,5.93411945678072,1,2.6,1,8,1,6,1,,9,,,
1996-09-16T17:36Z,0,1,2.6,1,9,1,6,1,,9,,,
1996-09-16T18:36Z,,1,0,1,9,1,6,1,,9,,,
1996-09-16T20:00Z,,1,0,1,10,1,7,1,,9,,,
1996-09-16T21:00Z,,1,0,1,9,1,6,1,,9,,,
1996-09-16T21:36Z,,1,0,1,10,1,6,1,,9,,,
1996-09-16T23:16Z,0.523598775598299,1,1.5,1,9,1,6,1,,9,,,
1996-09-16T23:36Z,0.349065850398866,1,1.5,1,9,1,6,1,,9,,,
1996-09-17T00:36Z,,1,0,1,10,1,8,1,,9,,,
1996-09-17T02:16Z,,1,0,1,9,1,7,1,,9,,,
1996-09-17T03:00Z,,1,0,1,9,1,6,1,,9,3e-04,1,3600
1996-09-17T03:36Z,4.71238898038469,1,1.5,1,9,1,7,1,,9,,,
1996-09-17T04:36Z,3.31612557878923,1,2.1,1,8,1,7,1,,9,,,
1996-09-17T05:36Z,,1,0,1,8,1,6,1,,9,,,
1996-09-17T06:36Z,,1,0,1,7,1,5,1,,9,,,
1996-09-17T07:36Z,,1,0,1,7,1,6,1,,9,,,
1996-09-17T09:16Z,2.26892802759263,1,2.1,1,7,1,5,1,,9,,,
1996-09-17T09:36Z,,1,0,1,7,1,4,1,,9,,,
1996-09-17T10:36Z,,1,0,1,7,1,6,1,,9,8e-04,1,3600
1996-09-17T11:36Z,,1,0,1,7,1,5,1,,9,,,
1996-09-17T13:00Z,,1,0,1,7,1,6,1,,9,3e-04,1,3600
1996-09-17T14:00Z,,1,0,1,7,1,6,1,,9,,,
1996-09-17T14:36Z,,1,0,1,7,1,5,1,,9,,,
1996-09-17T16:16Z,1.39626340159546,1,1.5,1,7,1,6,1,,9,,,
1996-09-17T16:36Z,,1,0,1,7,1,5,1,,9,,,
1996-09-17T17:36Z,5.93411945678072,1,2.1,1,7,1,5,1,,9,,,
1996-09-17T18:35Z,3.49065850398866,1,1.5,1,8,1,6,1,,9,,,
1996-09-17T19:35Z,5.41052068118242,1,3.1,1,9,1,5,1,,9,,,
1996-09-17T21:15Z,0.174532925199433,1,4.1,1,11,1,6,1,,9,,,
1996-09-17T21:35Z,0.872664625997165,1,2.6,1,11,1,6,1,,9,,,
1996-09-17T22:35Z,0.174532925199433,1,1.5,1,11,1,6,1,,9,,,
1996-09-17T23:35Z,5.93411945678072,1,2.6,1,11,1,6,1,,9,,,
1996-09-18T01:15Z,6.10865238198015,1,2.1,1,10,1,7,1,,9,,,
1996-09-18T01:35Z,5.75958653158129,1,2.1,1,9,1,6,1,,9,,,
1996-09-18T02:35Z,,1,0,1,9,1,8,1,,9,,,
1996-09-18T03:35Z,,1,0,1,9,1,8,1,,9,,,
1996-09-18T05:15Z,,1,0,1,9,1,7,1,,9,,,
1996-09-18T05:35Z,,1,0,1,9,1,7,1,,9,,,
1996-09-18T06:35Z,0.174532925199433,1,2.1,1,8,1,7,1,,9,5e-04,1,3600
1996-09-18T07:35Z,,1,0,1,8,1,7,1,,9,3e-04,1,3600
1996-09-18T08:35Z,,1,0,1,8,1,7,1,,9,5e-04,1,3600
1996-09-18T09:35Z,5.23598775598299,1,1.5,1,8,1,7,1,,9,0.002,1,3600
1996-09-18T10:35Z,,1,0,1,8,1,7,1,,9,8e-04,1,3600
1996-09-18T11:35Z,,1,0,1,8,1,7,1,,9,3e-04,1,3600
1996-09-18T13:00Z,1.74532925199433,1,1.5,1,9,1,7,1,,9,8e-04,1,3600
1996-09-18T14:00Z,0,1,1.5,1,8,1,6,1,,9,,,
1996-09-18T15:15Z,,1,0,1,8,1,6,1,,9,,,
1996-09-18T15:35Z,,1,0,1,8,1,6,1,,9,,,
1996-09-18T16:35Z,,1,0,1,8,1,7,1,,9,,,
1996-09-18T17:35Z,,1,0,1,8,1,6,1,,9,,,
1996-09-18T18:35Z,5.93411945678072,1,1.5,1,9,1,7,1,,9,,,
1996-09-18T19:35Z,,1,0,1,9,1,7,1,,9,,,
1996-09-18T20:35Z,5.93411945678072,1,1.5,1,9,1,7,1,,9,,,
1996-09-18T22:00Z,0,1,2.1,1,10,1,5,1,,9,,,
1996-09-18T23:15Z,0.174532925199433,1,2.6,1,9,1,5,1,,9,,,
1996-09-18T23:35Z,0.174532925199433,1,2.6,1,9,1,5,1,,9,,,
1996-09-19T00:35Z,0.872664625997165,1,1.5,1,9,1,6,1,,9,,,
1996-09-19T01:35Z,0,1,2.1,1,9,1,6,1,,9,,,
1996-09-19T03:15Z,,1,0,1,8,1,6,1,,9,,,
1996-09-19T04:00Z,,1,0,1,8,1,6,1,,9,,,
1996-09-19T05:15Z,,1,0,1,7,1,6,1,,9,,,
1996-09-19T05:35Z,,1,0,1,7,1,6,1,,9,,,
1996-09-19T07:15Z,2.61799387799149,1,2.1,1,8,1,3,1,,9,,,
1996-09-19T08:15Z,,1,0,1,7,1,3,1,,9,,,
1996-09-19T08:35Z,,1,0,1,6,1,4,1,,9,,,
1996-09-19T10:15Z,3.31612557878923,1,1.5,1,3,1,2,1,,9,,,
1996-09-19T10:35Z,,1,0,1,3,1,2,1,,9,,,
1996-09-19T11:35Z,,1,0,1,3,1,2,1,,9,,,
1996-09-19T12:35Z,,1,0,1,3,1,2,1,,9,,,
1996-09-19T14:15Z,3.49065850398866,1,2.1,1,1,1,0,1,,9,,,
1996-09-19T15:00Z,3.83972435438753,1,1.5,1,2,1,2,1,,9,,,
1996-09-19T15:35Z,,1,0,1,2,1,1,1,,9,,,
1996-09-19T16:35Z,,1,0,1,2,1,1,1,,9,,,
1996-09-19T17:35Z,,1,0,1,5,1,3,1,,9,,,
1996-09-19T19:00Z,5.75958653158129,1,1.5,1,6,1,2,1,,9,,,
1996-09-19T19:35Z,0.698131700797732,1,1.5,1,7,1,2,1,,9,,,
1996-09-19T20:35Z,0.523598775598299,1,2.1,1,7,1,2,1,,9,,,
1996-09-19T21:35Z,,1,0,1,8,1,2,1,,9,,,
1996-09-19T22:35Z,1.0471975511966,1,2.1,1,8,1,2,1,,9,,,
1996-09-19T23:35Z,1.22173047639603,1,2.1,1,9,1,2,1,,9,,,
1996-09-20T01:00Z,1.0471975511966,1,3.1,1,10,1,2,1,,9,,,
1996-09-20T01:35Z,6.10865238198015,1,3.6,1,10,1,3,1,,9,,,
1996-09-20T02:35Z,5.93411945678072,1,5.7,1,10,1,2,1,,9,,,
1996-09-20T04:15Z,5.75958653158129,1,1.5,1,8,1,2,1,,9,,,
1996-09-20T04:35Z,2.79252680319093,1,1.5,1,7,1,3,1,,9,,,
1996-09-20T05:35Z,3.14159265358979,1,2.1,1,4,1,2,1,,9,,,
1996-09-20T06:35Z,,1,0,1,3,1,1,1,,9,,,
1996-09-20T07:35Z,,1,0,1,3,1,2,1,,9,,,
1996-09-20T08:35Z,,1,0,1,4,1,2,1,,9,,,
1996-09-20T09:35Z,3.31612557878923,1,2.1,1,3,1,1,1,,9,,,
1996-09-20T11:15Z,,1,0,1,1,1,1,1,,9,,,
1996-09-20T11:35Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-20T12:35Z,3.14159265358979,1,1.5,1,2,1,1,1,,9,,,
1996-09-20T14:00Z,2.96705972839036,1,2.6,1,1,1,0,1,,9,,,
1996-09-20T14:35Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-20T15:35Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-20T17:15Z,,1,0,1,1,1,0,1,,9,,,
1996-09-20T17:35Z,3.31612557878923,1,1.5,1,2,1,1,1,,9,,,
1996-09-20T18:35Z,,1,0,1,5,1,2,1,,9,,,
1996-09-20T19:35Z,,1,0,1,7,1,2,1,,9,,,
1996-09-20T20:35Z,1.39626340159546,1,1.5,1,8,1,2,1,,9,,,
1996-09-20T22:15Z,0.174532925199433,1,2.6,1,9,1,2,1,,9,,,
1996-09-20T22:35Z,0.349065850398866,1,2.6,1,9,1,2,1,,9,,,
1996-09-20T23:35Z,0.523598775598299,1,2.6,1,10,1,3,1,,9,,,
1996-09-21T01:00Z,0.174532925199433,1,2.1,1,11,1,3,1,,9,,,
1996-09-21T01:35Z,0.174532925199433,1,3.1,1,10,1,3,1,,9,,,
1996-09-21T02:35Z,0.174532925199433,1,2.1,1,11,1,2,1,,9,,,
1996-09-21T03:35Z,5.41052068118242,1,1.5,1,9,1,2,1,,9,,,
1996-09-21T04:35Z,3.31612557878923,1,2.1,1,6,1,3,1,,9,,,
1996-09-21T05:35Z,,1,0,1,4,1,2,1,,9,,,
1996-09-21T06:35Z,2.96705972839036,1,2.1,1,3,1,1,1,,9,,,
1996-09-21T07:35Z,,1,0,1,2,1,1,1,,9,,,
1996-09-21T08:35Z,,1,0,1,3,1,3,1,,9,,,
1996-09-21T10:15Z,,1,0,1,3,1,1,1,,9,,,
1996-09-21T10:35Z,,1,0,1,2,1,1,1,,9,,,
1996-09-21T11:35Z,3.14159265358979,1,1.5,1,2,1,1,1,,9,,,
1996-09-21T13:15Z,3.31612557878923,1,1.5,1,2,1,1,1,,9,,,
1996-09-21T14:00Z,2.44346095279206,1,1.5,1,2,1,1,1,,9,,,
1996-09-21T14:35Z,,1,0,1,3,1,1,1,,9,,,
1996-09-21T16:15Z,0.872664625997165,1,1.5,1,5,1,2,1,,9,,,
1996-09-21T16:35Z,3.31612557878923,1,2.6,1,4,1,2,1,,9,,,
1996-09-21T17:35Z,,1,0,1,6,1,3,1,,9,,,
1996-09-21T19:15Z,6.10865238198015,1,1.5,1,5,1,3,1,,9,,,
1996-09-21T19:35Z,0,1,1.5,1,5,1,3,1,,9,,,
1996-09-21T20:35Z,0.349065850398866,1,2.6,1,4,1,2,1,,9,,,
1996-09-21T21:35Z,,1,0,1,4,1,3,1,,9,,,
1996-09-21T22:35Z,0.174532925199433,1,1.5,1,4,1,2,1,,9,,,
1996-09-21T23:14Z,,1,0,1,4,1,2,1,,9,,,
1996-09-22T00:15Z,0.349065850398866,1,1.5,1,4,1,3,1,,9,,,
1996-09-22T00:35Z,,1,0,1,4,1,2,1,,9,8e-04,1,3600
1996-09-22T01:31Z,0,1,2.6,1,4,1,2,1,,9,,,
1996-09-22T01:35Z,6.10865238198015,1,3.1,1,4,1,2,1,,9,,,
1996-09-22T02:35Z,0.174532925199433,1,1.5,1,4,1,2,1,,9,,,
1996-09-22T03:35Z,,1,0,1,4,1,2,1,,9,,,
1996-09-22T04:35Z,,1,0,1,4,1,3,1,,9,,,
1996-09-22T05:35Z,,1,0,1,3,1,3,1,,9,,,
1996-09-22T06:35Z,,1,0,1,2,1,1,1,,9,,,
1996-09-22T07:35Z,,1,0,1,2,1,2,1,,9,,,
1996-09-22T08:35Z,4.01425727958696,1,2.1,1,2,1,1,1,,9,,,
1996-09-22T09:35Z,,1,0,1,1,1,1,1,,9,,,
1996-09-22T11:00Z,,1,0,1,1,1,0,1,,9,,,
1996-09-22T11:35Z,3.49065850398866,1,2.1,1,1,1,1,1,,9,,,
1996-09-22T12:35Z,,1,0,1,2,1,1,1,,9,,,
1996-09-22T13:35Z,3.83972435438753,1,2.1,1,2,1,2,1,,9,,,
1996-09-22T14:35Z,1.39626340159546,1,1.5,1,1,1,0,1,,9,,,
1996-09-22T15:35Z,,1,0,1,1,1,0,1,,9,,,
1996-09-22T17:15Z,1.74532925199433,1,1.5,1,2,1,1,1,,9,,,
1996-09-22T18:00Z,,1,0,1,2,1,1,1,,9,,,
1996-09-22T19:00Z,,1,0,1,3,1,2,1,,9,,,
1996-09-22T20:00Z,5.93411945678072,1,5.1,1,3,1,0,1,,9,,,
1996-09-22T20:35Z,5.75958653158129,1,3.6,1,4,1,-1,1,,9,,,
1996-09-22T21:35Z,,1,0,1,4,1,0,1,,9,3e-04,1,3600
1996-09-22T23:15Z,2.44346095279206,1,3.6,1,5,1,2,1,,9,,,
1996-09-22T23:35Z,2.26892802759263,1,2.1,1,5,1,3,1,,9,,,
1996-09-23T01:15Z,0,1,3.6,1,5,1,2,1,,9,,,
1996-09-23T01:35Z,6.10865238198015,1,2.1,1,5,1,1,1,,9,,,
1996-09-23T03:15Z,,1,0,1,4,1,1,1,,9,,,
1996-09-23T03:35Z,,1,0,1,4,1,2,1,,9,,,
1996-09-23T04:35Z,2.79252680319093,1,2.6,1,4,1,1,1,,9,,,
1996-09-23T05:35Z,,1,0,1,3,1,1,1,,9,,,
1996-09-23T06:35Z,,1,0,1,3,1,1,1,,9,,,
1996-09-23T10:15Z,,1,0,1,1,1,1,1,,9,,,
1996-09-23T11:15Z,,1,0,1,1,1,0,1,,9,,,
1996-09-23T11:35Z,,1,0,1,1,1,0,1,,9,,,
1996-09-23T12:35Z,,1,0,1,1,1,-2,1,,9,,,
1996-09-23T13:35Z,,1,0,1,1,1,0,1,,9,,,
1996-09-23T14:35Z,3.83972435438753,1,2.6,1,2,1,-1,1,,9,,,
1996-09-23T16:00Z,2.26892802759263,1,1.5,1,2,1,-1,1,,9,,,
1996-09-23T16:35Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-23T17:35Z,5.75958653158129,1,2.1,1,1,1,-1,1,,9,,,
1996-09-23T19:00Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-23T20:15Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-23T20:35Z,6.10865238198015,1,2.1,1,1,1,-1,1,,9,,,
1996-09-23T21:35Z,5.58505360638185,1,2.6,1,2,1,0,1,,9,0.0013,1,3600
1996-09-23T23:15Z,0,1,2.1,1,3,1,-1,1,,9,,,
1996-09-24T00:00Z,,1,0,1,2,1,-1,1,,9,8e-04,1,3600
1996-09-24T00:35Z,,1,0,1,2,1,-1,1,,9,8e-04,1,3600
1996-09-24T02:00Z,,1,0,1,3,1,1,1,,9,,,
1996-09-24T02:35Z,,1,0,1,3,1,0,1,,9,,,
1996-09-24T04:00Z,,1,0,1,3,1,1,1,,9,,,
1996-09-24T08:15Z,4.88692190558412,1,2.1,1,1,1,-1,1,,9,3e-04,1,3600
1996-09-24T09:15Z,,1,0,1,1,1,-1,1,,9,3e-04,1,3600
1996-09-24T09:35Z,,1,0,1,1,1,-1,1,,9,3e-04,1,3600
1996-09-24T10:35Z,,1,0,1,1,1,0,1,,9,,,
1996-09-24T11:35Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-24T12:35Z,,1,0,1,1,1,-1,1,,9,,,
1996-09-24T14:15Z,,1,0,1,1,1,1,1,,9,,,
1996-09-24T14:35Z,3.83972435438753,1,1.5,1,1,1,1,1,,9,,,
1996-09-24T15:35Z,,1,0,1,1,1,1,1,,9,,,
1996-09-24T17:15Z,4.53785605518526,1,1.5,1,1,1,-1,1,,9,,,
1996-09-24T17:35Z,,1,0,1,2,1,0,1,,9,,,
1996-09-24T18:35Z,4.36332312998582,1,2.1,1,2,1,1,1,,9,,,
1996-09-24T19:35Z,,1,0,1,4,1,-1,1,,9,,,
1996-09-24T23:15Z,,1,0,1,6,1,1,1,,9,,,
1996-09-24T23:35Z,,1,0,1,6,1,-1,1,,9,,,
1996-09-25T00:35Z,6.10865238198015,1,1.5,1,4,1,1,1,,9,,,
1996-09-25T01:35Z,,1,0,1,4,1,1,1,,9,,,
1996-09-25T02:35Z,,1,0,1,4,1,1,1,,9,,,
1996-09-25T04:15Z,1.0471975511966,1,2.1,1,5,1,-1,1,,9,,,
1996-09-25T05:15Z,5.75958653158129,1,2.1,1,4,1,-1,1,,9,,,
1996-09-25T05:35Z,5.93411945678072,1,1.5,1,5,1,-1,1,,9,,,
1996-09-25T06:35Z,,1,0,1,4,1,2,1,,9,,,
1996-09-25T07:35Z,5.58505360638185,1,2.1,1,4,1,1,1,,9,5e-04,1,3600
1996-09-25T08:35Z,0,1,3.1,1,4,1,2,1,,9,0.001,1,3600
1996-09-25T09:35Z,,1,0,1,3,1,2,1,,9,0.0025,1,3600
1996-09-25T10:35Z,2.96705972839036,1,1.5,1,3,1,2,1,,9,0.0025,1,3600
1996-09-25T11:35Z,,1,0,1,3,1,2,1,,9,0.003,1,3600
1996-09-25T12:35Z,4.36332312998582,1,1.5,1,3,1,2,1,,9,0.002,1,3600
1996-09-25T13:35Z,2.61799387799149,1,1.5,1,3,1,2,1,,9,8e-04,1,3600
1996-09-25T15:15Z,,1,0,1,4,1,2,1,,9,,,
1996-09-25T15:35Z,0.698131700797732,1,3.1,1,4,1,3,1,,9,,,
1996-09-25T15:39Z,0.698131700797732,1,2.6,1,,9,,9,,9,,,
1996-09-25T16:35Z,4.36332312998582,1,3.1,1,4,1,3,1,,9,,,
1996-09-25T18:00Z,4.88692190558412,1,2.1,1,6,1,4,1,,9,,,
1996-09-25T19:16Z,5.58505360638185,1,3.6,1,8,1,4,1,,9,,,
1996-09-25T20:16Z,5.75958653158129,1,8.7,1,8,1,3,1,,9,,,
1996-09-25T20:36Z,5.75958653158129,1,6.2,1,7,1,3,1,,9,,,
1996-09-25T21:36Z,4.88692190558412,1,3.6,1,8,1,2,1,,9,,,
1996-09-25T22:36Z,,1,0,1,8,1,1,1,,9,,,
1996-09-26T00:16Z,3.66519142918809,1,2.6,1,8,1,2,1,,9,,,
1996-09-26T00:25Z,,9,,9,7,1,2,1,,9,,,
1996-09-26T01:16Z,0.523598775598299,1,1.5,1,7,1,0,1,,9,5e-04,1,3600
1996-09-26T01:26Z,5.41052068118242,1,3.6,1,7,1,2,1,,9,,,
1996-09-26T01:32Z,4.88692190558412,1,2.6,1,7,1,2,1,,9,,,
1996-09-26T02:00Z,5.75958653158129,1,2.1,1,8,1,-2,1,,9,0.001,1,3600
1996-09-26T02:36Z,3.49065850398866,1,2.6,1,7,1,1,1,,9,,,
1996-09-26T04:00Z,5.75958653158129,1,3.6,1,6,1,-1,1,,9,,,
1996-09-26T04:12Z,4.88692190558412,1,3.1,1,5,1,-1,1,,9,,,
1996-09-26T05:16Z,3.31612557878923,1,3.6,1,4,1,1,1,,9,0.001,1,3600
1996-09-26T05:20Z,3.66519142918809,1,4.1,1,4,1,1,1,,9,,,
