t,wind_direction,wind_direction_quality,wind_speed,wind_speed_quality,air_temperature,air_temperature_quality,dew_point,dew_point_quality,air_pressure_at_sea_level,air_pressure_at_sea_level_quality,rainfall_1,rainfall_1_quality,rainfall_1_period
1996-08-28T08:14Z,4.88692190558412,1,1.5,1,10,1,3,1,,9,,,
1996-08-28T08:34Z,,1,0,1,9,1,3,1,,9,,,
1996-08-28T09:34Z,,1,0,1,8,1,3,1,,9,,,
1996-08-28T10:34Z,,1,0,1,10,1,2,1,,9,,,
1996-08-28T11:34Z,,1,0,1,8,1,3,1,,9,,,
1996-08-28T12:34Z,5.23598775598299,1,1.5,1,9,1,3,1,,9,,,
1996-08-28T13:34Z,1.5707963267949,1,1.5,1,7,1,3,1,,9,,,
1996-08-28T14:34Z,1.91986217719376,1,2.1,1,6,1,2,1,,9,,,
1996-08-28T15:34Z,,1,0,1,7,1,3,1,,9,,,
1996-08-28T16:34Z,5.23598775598299,1,1.5,1,11,1,3,1,,9,,,
1996-08-28T17:34Z,,1,0,1,13,1,3,1,,9,,,
1996-08-28T19:14Z,,1,0,1,15,1,3,1,,9,,,
1996-08-28T19:34Z,0.174532925199433,1,1.5,1,15,1,2,1,,9,,,
1996-08-28T20:34Z,,1,0,1,16,1,3,1,,9,,,
1996-08-28T22:14Z,3.49065850398866,1,1.5,1,17,1,4,1,,9,,,
1996-08-28T22:34Z,,1,0,1,17,1,3,1,,9,,,
1996-08-28T23:34Z,1.22173047639603,1,1.5,1,17,1,4,1,,9,,,
1996-08-29T00:34Z,,1,0,1,17,1,4,1,,9,,,
1996-08-29T01:34Z,1.5707963267949,1,1.5,1,16,1,5,1,,9,,,
1996-08-29T02:34Z,3.83972435438753,1,1.5,1,13,1,6,1,,9,,,
1996-08-29T03:34Z,,1,0,1,13,1,7,1,,9,,,
1996-08-29T04:34Z,,1,0,1,12,1,6,1,,9,,,
1996-08-29T05:34Z,,1,0,1,11,1,6,1,,9,,,
1996-08-29T06:54Z,,1,0,1,12,1,7,1,,9,,,
1996-08-29T07:34Z,2.79252680319093,1,2.1,1,11,1,8,1,,9,,,
1996-08-29T08:34Z,2.61799387799149,1,1.5,1,10,1,8,1,,9,,,
1996-08-29T09:34Z,3.31612557878923,1,2.6,1,9,1,7,1,,9,,,
1996-08-29T10:34Z,,1,0,1,10,1,8,1,,9,,,
1996-08-29T11:34Z,4.36332312998582,1,2.1,1,11,1,7,1,,9,,,
1996-08-29T12:34Z,,1,0,1,11,1,8,1,,9,,,
1996-08-29T14:14Z,,1,0,1,10,1,8,1,,9,,,
1996-08-29T14:34Z,1.91986217719376,1,1.5,1,10,1,9,1,,9,,,
1996-08-29T15:34Z,,1,0,1,9,1,8,1,,9,,,
1996-08-29T16:34Z,,1,0,1,10,1,8,1,,9,,,
1996-08-29T17:34Z,,1,0,1,10,1,8,1,,9,,,
1996-08-29T18:54Z,4.01425727958696,1,1.5,1,11,1,9,1,,9,,,
1996-08-29T19:34Z,,1,0,1,11,1,9,1,,9,,,
1996-08-29T20:34Z,,1,0,1,11,1,9,1,,9,,,
1996-08-29T22:14Z,,1,0,1,11,1,9,1,,9,0.0013,1,3600
1996-08-29T22:34Z,,1,0,1,11,1,10,1,,9,0.0023,1,3600
1996-08-29T23:34Z,,1,0,1,12,1,10,1,,9,,,
1996-08-30T00:34Z,,1,0,1,11,1,9,1,,9,,,
1996-08-30T01:34Z,3.49065850398866,1,1.5,1,11,1,10,1,,9,,,
1996-08-30T02:34Z,,1,0,1,11,1,9,1,,9,,,
1996-08-30T03:34Z,3.14159265358979,1,2.6,1,11,1,9,1,,9,,,
1996-08-30T04:34Z,2.0943951023932,1,1.5,1,11,1,9,1,,9,,,
1996-08-30T05:34Z,,1,0,1,9,1,8,1,,9,,,
1996-08-30T06:34Z,,1,0,1,10,1,9,1,,9,,,
1996-08-30T07:34Z,,1,0,1,9,1,8,1,,9,,,
1996-08-30T08:34Z,2.61799387799149,1,1.5,1,8,1,7,1,,9,,,
1996-08-30T09:34Z,3.31612557878923,1,2.1,1,8,1,7,1,,9,3e-04,1,3600
1996-08-30T10:34Z,3.49065850398866,1,1.5,1,8,1,7,1,,9,,,
1996-08-30T11:34Z,3.14159265358979,1,1.5,1,8,1,7,1,,9,,,
1996-08-30T12:34Z,,1,0,1,8,1,7,1,,9,,,
1996-08-30T13:54Z,,1,0,1,8,1,7,1,,9,,,
1996-08-30T14:34Z,,1,0,1,9,1,7,1,,9,,,
1996-08-30T15:54Z,2.96705972839036,1,2.1,1,8,1,7,1,,9,,,
1996-08-30T16:34Z,,1,0,1,9,1,8,1,,9,,,
1996-08-30T17:34Z,3.14159265358979,1,1.5,1,9,1,8,1,,9,,,
1996-08-30T18:54Z,,1,0,1,10,1,8,1,,9,,,
1996-08-30T19:34Z,,1,0,1,10,1,,9,,9,,,
1996-08-30T20:34Z,,1,0,1,11,1,,9,,9,,,
1996-08-30T21:34Z,1.91986217719376,1,1.5,1,11,1,11,1,,9,,,
1996-08-30T22:34Z,,1,0,1,11,1,11,1,,9,,,
1996-08-30T23:34Z,,1,0,1,11,1,11,1,,9,,,
1996-08-31T00:05Z,,1,0,1,11,1,11,1,,9,,,
1996-08-31T00:34Z,1.22173047639603,1,1.5,1,11,1,,9,,9,,,
1996-08-31T01:54Z,,1,0,1,12,1,12,1,,9,,,
1996-08-31T03:14Z,,1,0,1,12,1,12,1,,9,,,
1996-08-31T03:34Z,,1,0,1,12,1,12,1,,9,,,
1996-08-31T05:14Z,2.96705972839036,1,2.1,1,8,1,8,1,,9,,,
1996-08-31T05:34Z,3.49065850398866,1,2.1,1,8,1,8,1,,9,,,
1996-08-31T06:34Z,,1,0,1,8,1,7,1,,9,,,
1996-08-31T07:34Z,,1,0,1,8,1,7,1,,9,,,
1996-08-31T09:14Z,2.79252680319093,1,2.6,1,8,1,8,1,,9,,,
1996-08-31T09:34Z,,1,0,1,8,1,7,1,,9,,,
1996-08-31T10:34Z,1.91986217719376,1,2.1,1,8,1,7,1,,9,,,
1996-08-31T11:34Z,3.14159265358979,1,1.5,1,9,1,8,1,,9,,,
1996-08-31T12:34Z,,1,0,1,8,1,6,1,,9,,,
1996-08-31T14:14Z,4.18879020478639,1,1.5,1,8,1,7,1,,9,,,
1996-08-31T14:34Z,,1,0,1,8,1,7,1,,9,,,
1996-08-31T15:34Z,,1,0,1,8,1,7,1,,9,,,
1996-08-31T17:14Z,,1,0,1,8,1,8,1,,9,,,
1996-08-31T17:34Z,,1,0,1,9,1,8,1,,9,,,
1996-08-31T19:14Z,,1,0,1,9,1,8,1,,9,,,
1996-08-31T19:34Z,,1,0,1,9,1,8,1,,9,,,
1996-08-31T21:14Z,,1,0,1,9,1,8,1,,9,,,
1996-08-31T21:34Z,2.96705972839036,1,3.1,1,9,1,8,1,,9,,,
1996-08-31T22:34Z,6.10865238198015,1,2.1,1,9,1,9,1,,9,,,
1996-08-31T23:34Z,0.349065850398866,1,3.1,1,9,1,9,1,,9,0.0025,1,3600
1996-09-01T01:14Z,,1,0,1,8,1,8,1,,9,,,
1996-09-01T01:34Z,,1,0,1,8,1,8,1,,9,,,
1996-09-01T02:34Z,,1,0,1,9,1,8,1,,9,,,
1996-09-01T03:54Z,0.174532925199433,1,1.5,1,8,1,8,1,,9,,,
1996-09-01T04:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-01T05:34Z,,1,0,1,8,1,7,1,,9,,,
1996-09-01T06:14Z,,1,0,1,8,1,7,1,,9,,,
1996-09-01T06:34Z,,1,0,1,7,1,7,1,,9,,,
1996-09-01T07:34Z,,1,0,1,7,1,7,1,,9,,,
1996-09-01T08:34Z,,1,0,1,7,1,6,1,,9,3e-04,1,3600
1996-09-01T09:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-01T10:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-01T11:34Z,,1,0,1,6,1,6,1,,9,,,
1996-09-01T12:34Z,,1,0,1,6,1,5,1,,9,,,
1996-09-01T14:14Z,,1,0,1,4,1,3,1,,9,,,
1996-09-01T14:31Z,,1,0,1,4,1,3,1,,9,,,
1996-09-01T14:34Z,,1,0,1,4,1,3,1,,9,,,
1996-09-01T15:19Z,3.14159265358979,1,2.1,1,3,1,2,1,,9,,,
1996-09-01T15:34Z,3.49065850398866,1,1.5,1,3,1,2,1,,9,,,
1996-09-01T16:18Z,,1,0,1,4,1,3,1,,9,,,
1996-09-01T16:34Z,,1,0,1,4,1,3,1,,9,,,
1996-09-01T17:06Z,,1,0,1,6,1,4,1,,9,,,
1996-09-01T17:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-01T18:34Z,,1,0,1,9,1,7,1,,9,,,
1996-09-01T19:45Z,1.0471975511966,1,2.1,1,12,1,7,1,,9,,,
1996-09-01T20:34Z,1.0471975511966,1,2.1,1,11,1,7,1,,9,,,
1996-09-01T21:34Z,0.698131700797732,1,1.5,1,12,1,7,1,,9,,,
1996-09-01T22:54Z,0.349065850398866,1,2.1,1,13,1,6,1,,9,,,
1996-09-01T23:34Z,1.5707963267949,1,2.6,1,13,1,7,1,,9,,,
1996-09-02T00:34Z,5.93411945678072,1,3.1,1,16,1,6,1,,9,,,
1996-09-02T01:34Z,0.174532925199433,1,2.6,1,15,1,5,1,,9,,,
1996-09-02T02:14Z,1.22173047639603,1,2.1,1,,9,,9,,9,,,
1996-09-02T02:34Z,,1,0,1,,9,,9,,9,,,
1996-09-02T02:54Z,1.22173047639603,1,1.5,1,,9,,9,,9,,,
1996-09-02T03:14Z,1.0471975511966,1,2.6,1,,9,,9,,9,,,
1996-09-02T03:34Z,,1,0,1,,9,,9,,9,,,
1996-09-02T03:54Z,,1,0,1,,9,,9,,9,,,
1996-09-02T04:14Z,2.44346095279206,1,1.5,1,,9,,9,,9,,,
1996-09-02T04:34Z,,1,0,1,,9,,9,,9,,,
1996-09-02T04:54Z,,1,0,1,,9,,9,,9,,,
1996-09-02T05:14Z,4.36332312998582,1,2.1,1,,9,,9,,9,,,
1996-09-02T05:34Z,5.58505360638185,1,2.1,1,,9,,9,,9,,,
1996-09-02T05:54Z,5.41052068118242,1,2.6,1,,9,,9,,9,,,
1996-09-02T06:14Z,1.0471975511966,1,1.5,1,,9,,9,,9,,,
1996-09-02T06:34Z,,1,0,1,,9,,9,,9,,,
1996-09-02T06:54Z,0.698131700797732,1,3.1,1,,9,,9,,9,,,
1996-09-02T07:34Z,1.91986217719376,1,1.5,1,,9,,9,,9,,,
1996-09-02T07:54Z,,1,0,1,,9,,9,,9,,,
1996-09-02T08:34Z,3.83972435438753,1,2.1,1,,9,,9,,9,,,
1996-09-02T09:34Z,,1,0,1,,9,,9,,9,,,
1996-09-02T10:34Z,,1,0,1,,9,,9,,9,,,
1996-09-02T11:34Z,6.10865238198015,1,3.6,1,,9,,9,,9,,,
1996-09-02T12:34Z,3.31612557878923,1,6.2,1,,9,,9,,9,,,
1996-09-02T13:34Z,3.14159265358979,1,9.3,1,,9,,9,,9,,,
1996-09-02T14:14Z,3.14159265358979,1,8.7,1,,9,,9,,9,,,
1996-09-02T14:34Z,3.31612557878923,1,7.2,1,,9,,9,,9,,,
1996-09-02T14:54Z,3.31612557878923,1,7.7,1,,9,,9,,9,,,
1996-09-02T15:14Z,3.83972435438753,1,4.1,1,,9,,9,,9,,,
1996-09-02T15:34Z,3.83972435438753,1,6.2,1,,9,,9,,9,,,
1996-09-02T15:54Z,3.31612557878923,1,9.3,1,,9,,9,,9,,,
1996-09-02T16:14Z,3.66519142918809,1,4.1,1,,9,,9,,9,,,
1996-09-02T16:34Z,3.49065850398866,1,1.5,1,,9,,9,,9,,,
1996-09-02T16:54Z,3.66519142918809,1,7.7,1,,9,,9,,9,,,
1996-09-02T17:14Z,3.31612557878923,1,9.8,1,,9,,9,,9,,,
1996-09-02T17:34Z,3.31612557878923,1,9.8,1,,9,,9,,9,,,
1996-09-02T17:54Z,3.31612557878923,1,7.7,1,,9,,9,,9,,,
1996-09-02T18:14Z,3.66519142918809,1,3.1,1,,9,,9,,9,,,
1996-09-02T18:34Z,3.31612557878923,1,6.7,1,,9,,9,,9,,,
1996-09-02T18:54Z,4.71238898038469,1,2.6,1,,9,,9,,9,,,
1996-09-02T19:14Z,3.49065850398866,1,8.7,1,,9,,9,,9,,,
1996-09-02T19:34Z,3.14159265358979,1,8.7,1,,9,,9,,9,,,
1996-09-02T20:14Z,3.14159265358979,1,9.8,1,,9,,9,,9,,,
1996-09-02T20:34Z,3.14159265358979,1,10.8,1,,9,,9,,9,,,
1996-09-02T20:54Z,3.31612557878923,1,11.8,1,,9,,9,,9,,,
1996-09-02T21:09Z,3.14159265358979,1,10.8,1,,9,,9,,9,,,
1996-09-02T21:54Z,3.49065850398866,1,7.7,1,,9,,9,,9,,,
1996-09-03T02:14Z,3.31612557878923,1,8.2,1,21,1,2,1,,9,,,
1996-09-03T02:34Z,3.14159265358979,1,5.7,1,21,1,2,1,,9,,,
1996-09-03T03:34Z,5.93411945678072,1,2.6,1,19,1,5,1,,9,,,
1996-09-03T04:34Z,,1,0,1,16,1,6,1,,9,,,
1996-09-03T05:34Z,4.71238898038469,1,2.6,1,13,1,6,1,,9,,,
1996-09-03T06:34Z,,1,0,1,11,1,6,1,,9,,,
1996-09-03T07:34Z,5.58505360638185,1,2.1,1,11,1,5,1,,9,,,
1996-09-03T08:34Z,,1,0,1,9,1,5,1,,9,,,
1996-09-03T09:34Z,4.71238898038469,1,1.5,1,9,1,5,1,,9,,,
1996-09-03T10:34Z,,1,0,1,9,1,5,1,,9,,,
1996-09-03T11:34Z,,1,0,1,7,1,4,1,,9,,,
1996-09-03T12:34Z,,1,0,1,8,1,5,1,,9,,,
1996-09-03T14:14Z,,1,0,1,6,1,3,1,,9,,,
1996-09-03T14:34Z,3.31612557878923,1,2.1,1,6,1,3,1,,9,,,
1996-09-03T15:34Z,,1,0,1,7,1,5,1,,9,,,
1996-09-03T16:34Z,,1,0,1,8,1,5,1,,9,,,
1996-09-03T19:14Z,0.872664625997165,1,1.5,1,14,1,7,1,,9,,,
1996-09-03T19:34Z,5.93411945678072,1,2.1,1,14,1,6,1,,9,,,
1996-09-03T20:34Z,0.523598775598299,1,1.5,1,15,1,6,1,,9,,,
1996-09-03T21:34Z,0,1,2.1,1,16,1,6,1,,9,,,
1996-09-03T22:34Z,0.523598775598299,1,2.6,1,17,1,6,1,,9,,,
1996-09-03T23:34Z,0.872664625997165,1,2.6,1,18,1,5,1,,9,,,
1996-09-04T01:14Z,0.872664625997165,1,2.6,1,18,1,7,1,,9,,,
1996-09-04T01:34Z,0.698131700797732,1,2.1,1,17,1,6,1,,9,,,
1996-09-04T02:34Z,1.0471975511966,1,1.5,1,17,1,6,1,,9,,,
1996-09-04T04:14Z,2.79252680319093,1,1.5,1,13,1,7,1,,9,,,
1996-09-04T04:34Z,3.31612557878923,1,2.1,1,11,1,4,1,,9,,,
1996-09-04T05:34Z,,1,0,1,9,1,5,1,,9,,,
1996-09-04T06:34Z,3.66519142918809,1,1.5,1,8,1,4,1,,9,,,
1996-09-04T07:34Z,,1,0,1,8,1,5,1,,9,,,
1996-09-04T08:34Z,,1,0,1,9,1,6,1,,9,,,
1996-09-04T09:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-04T10:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-04T11:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-04T12:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-04T13:54Z,,1,0,1,5,1,3,1,,9,,,
1996-09-04T14:34Z,,1,0,1,4,1,3,1,,9,,,
1996-09-04T15:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-04T16:54Z,,1,0,1,8,1,6,1,,9,,,
1996-09-04T18:14Z,0,1,2.1,1,12,1,6,1,,9,,,
1996-09-04T19:14Z,,1,0,1,14,1,6,1,,9,,,
1996-09-04T20:00Z,0.872664625997165,1,2.1,1,15,1,7,1,,9,,,
1996-09-04T22:00Z,0.698131700797732,1,4.1,1,,9,,9,,9,,,
1996-09-04T22:14Z,3.31612557878923,1,4.6,1,22,1,6,1,,9,,,
1996-09-04T22:54Z,3.31612557878923,1,7.2,1,23,1,1,1,,9,,,
1996-09-04T23:00Z,3.66519142918809,1,5.1,1,,9,,9,,9,,,
1996-09-05T00:14Z,5.93411945678072,1,2.1,1,21,1,6,1,,9,,,
1996-09-05T00:34Z,0.698131700797732,1,3.1,1,21,1,4,1,,9,,,
1996-09-05T01:34Z,0.349065850398866,1,3.6,1,20,1,4,1,,9,,,
1996-09-05T02:34Z,,1,0,1,20,1,5,1,,9,,,
1996-09-05T03:34Z,,1,0,1,17,1,6,1,,9,,,
1996-09-05T04:34Z,,1,0,1,14,1,7,1,,9,,,
1996-09-05T05:34Z,,1,0,1,11,1,7,1,,9,,,
1996-09-05T06:34Z,4.53785605518526,1,1.5,1,10,1,6,1,,9,,,
1996-09-05T08:14Z,,1,0,1,9,1,5,1,,9,,,
1996-09-05T09:14Z,,1,0,1,8,1,5,1,,9,,,
1996-09-05T09:34Z,,1,0,1,8,1,5,1,,9,,,
1996-09-05T10:34Z,,1,0,1,7,1,5,1,,9,,,
1996-09-05T11:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-05T12:34Z,,1,0,1,6,1,4,1,,9,,,
1996-09-05T14:14Z,,1,0,1,4,1,2,1,,9,,,
1996-09-05T14:34Z,,1,0,1,4,1,3,1,,9,,,
1996-09-05T15:34Z,1.22173047639603,1,2.6,1,4,1,3,1,,9,,,
1996-09-05T16:34Z,,1,0,1,7,1,4,1,,9,,,
1996-09-05T17:34Z,,1,0,1,10,1,4,1,,9,,,
1996-09-05T19:14Z,0.174532925199433,1,1.5,1,13,1,3,1,,9,,,
1996-09-05T19:34Z,,1,0,1,13,1,3,1,,9,,,
1996-09-05T20:34Z,0.349065850398866,1,2.1,1,14,1,4,1,,9,,,
1996-09-05T21:34Z,0.174532925199433,1,2.1,1,16,1,2,1,,9,,,
1996-09-05T22:34Z,0.872664625997165,1,2.6,1,17,1,3,1,,9,,,
1996-09-05T23:34Z,1.22173047639603,1,2.1,1,17,1,4,1,,9,,,
1996-09-06T00:34Z,1.22173047639603,1,2.1,1,16,1,7,1,,9,,,
1996-09-06T01:34Z,0.872664625997165,1,2.1,1,15,1,7,1,,9,,,
1996-09-06T03:14Z,2.96705972839036,1,1.5,1,15,1,6,1,,9,,,
1996-09-06T03:34Z,2.96705972839036,1,2.6,1,14,1,6,1,,9,,,
1996-09-06T04:34Z,3.49065850398866,1,3.1,1,9,1,3,1,,9,,,
1996-09-06T06:14Z,3.14159265358979,1,2.1,1,7,1,2,1,,9,,,
1996-09-06T06:54Z,3.31612557878923,1,2.1,1,7,1,2,1,,9,,,
1996-09-06T07:34Z,3.49065850398866,1,2.6,1,6,1,2,1,,9,,,
1996-09-06T08:34Z,,1,0,1,5,1,3,1,,9,,,
1996-09-06T09:34Z,3.49065850398866,1,1.5,1,5,1,2,1,,9,,,
1996-09-06T10:34Z,3.14159265358979,1,2.6,1,4,1,2,1,,9,,,
1996-09-06T11:34Z,,1,0,1,4,1,2,1,,9,,,
1996-09-06T13:14Z,3.14159265358979,1,2.1,1,3,1,2,1,,9,,,
1996-09-06T13:34Z,,1,0,1,4,1,4,1,,9,,,
1996-09-06T14:34Z,,1,0,1,3,1,2,1,,9,,,
1996-09-06T15:34Z,,1,0,1,3,1,2,1,,9,,,
1996-09-06T17:14Z,,1,0,1,7,1,4,1,,9,,,
1996-09-06T17:34Z,,1,0,1,8,1,3,1,,9,,,
1996-09-06T18:34Z,,1,0,1,10,1,5,1,,9,,,
1996-09-06T20:14Z,,1,0,1,13,1,4,1,,9,,,
1996-09-06T20:34Z,0.349065850398866,1,2.1,1,13,1,4,1,,9,,,
1996-09-06T21:34Z,0.698131700797732,1,2.1,1,14,1,4,1,,9,,,
1996-09-06T22:34Z,0.523598775598299,1,2.1,1,15,1,5,1,,9,,,
1996-09-06T23:34Z,0.698131700797732,1,3.1,1,15,1,5,1,,9,,,
1996-09-07T00:34Z,1.22173047639603,1,2.1,1,15,1,6,1,,9,,,
1996-09-07T01:34Z,1.0471975511966,1,2.6,1,16,1,5,1,,9,,,
1996-09-07T03:14Z,3.31612557878923,1,1.5,1,13,1,7,1,,9,,,
1996-09-07T03:34Z,2.96705972839036,1,2.1,1,12,1,6,1,,9,,,
1996-09-07T04:34Z,3.14159265358979,1,2.6,1,8,1,4,1,,9,,,
1996-09-07T05:34Z,3.66519142918809,1,3.1,1,7,1,3,1,,9,,,
1996-09-07T06:34Z,3.14159265358979,1,2.6,1,6,1,2,1,,9,,,
1996-09-07T07:34Z,,1,0,1,5,1,3,1,,9,,,
1996-09-07T08:34Z,3.31612557878923,1,2.6,1,5,1,3,1,,9,,,
1996-09-07T09:34Z,3.31612557878923,1,1.5,1,4,1,2,1,,9,,,
1996-09-07T10:34Z,3.31612557878923,1,2.1,1,3,1,2,1,,9,,,
1996-09-07T11:34Z,,1,0,1,2,1,0,1,,9,,,
1996-09-07T12:34Z,,1,0,1,3,1,2,1,,9,,,
1996-09-07T13:34Z,,1,0,1,3,1,1,1,,9,,,
1996-09-07T14:34Z,3.14159265358979,1,1.5,1,2,1,2,1,,9,,,
1996-09-07T15:34Z,,1,0,1,2,1,1,1,,9,,,
1996-09-07T17:14Z,,1,0,1,7,1,3,1,,9,,,
1996-09-07T17:34Z,,1,0,1,7,1,3,1,,9,,,
1996-09-07T18:34Z,,1,0,1,9,1,4,1,,9,,,
1996-09-07T19:34Z,,1,0,1,11,1,4,1,,9,,,
1996-09-07T21:14Z,0.872664625997165,1,1.5,1,12,1,3,1,,9,,,
1996-09-07T22:14Z,0.872664625997165,1,1.5,1,13,1,3,1,,9,,,
1996-09-07T23:14Z,0.174532925199433,1,2.1,1,13,1,4,1,,9,,,
1996-09-08T00:14Z,0,1,4.1,1,14,1,4,1,,9,,,
1996-09-08T00:34Z,0.174532925199433,1,2.6,1,14,1,4,1,,9,,,
1996-09-08T01:34Z,0.698131700797732,1,2.6,1,14,1,5,1,,9,,,
1996-09-08T02:34Z,,1,0,1,13,1,6,1,,9,,,
1996-09-08T03:34Z,,1,0,1,13,1,6,1,,9,,,
1996-09-08T04:34Z,3.31612557878923,1,3.6,1,7,1,3,1,,9,,,
1996-09-08T05:34Z,3.31612557878923,1,3.1,1,6,1,3,1,,9,,,
1996-09-08T06:34Z,3.31612557878923,1,2.1,1,5,1,3,1,,9,,,
1996-09-08T07:34Z,3.49065850398866,1,2.6,1,4,1,2,1,,9,,,
1996-09-08T08:34Z,3.49065850398866,1,2.1,1,4,1,2,1,,9,,,
1996-09-08T09:34Z,3.49065850398866,1,1.5,1,4,1,2,1,,9,,,
1996-09-08T10:34Z,3.31612557878923,1,2.1,1,4,1,2,1,,9,,,
1996-09-08T11:34Z,3.31612557878923,1,1.5,1,5,1,3,1,,9,,,
1996-09-08T12:34Z,,1,0,1,5,1,3,1,,9,,,
1996-09-08T14:14Z,,1,0,1,6,1,4,1,,9,,,
1996-09-08T14:34Z,,1,0,1,6,1,4,1,,9,,,
1996-09-08T15:34Z,,1,0,1,6,1,4,1,,9,,,
1996-09-08T16:34Z,,1,0,1,6,1,4,1,,9,,,
1996-09-08T17:34Z,,1,0,1,7,1,4,1,,9,,,
1996-09-08T18:34Z,,1,0,1,9,1,4,1,,9,,,
1996-09-08T19:34Z,,1,0,1,11,1,4,1,,9,,,
1996-09-08T20:34Z,0.872664625997165,1,2.1,1,11,1,4,1,,9,,,
1996-09-08T21:34Z,1.22173047639603,1,1.5,1,12,1,4,1,,9,,,
1996-09-08T22:34Z,1.22173047639603,1,1.5,1,13,1,4,1,,9,,,
1996-09-08T23:34Z,0.523598775598299,1,3.6,1,14,1,5,1,,9,,,
1996-09-09T00:34Z,5.93411945678072,1,6.2,1,15,1,2,1,,9,,,
1996-09-09T01:54Z,5.93411945678072,1,5.7,1,15,1,1,1,,9,,,
1996-09-09T02:34Z,5.75958653158129,1,5.7,1,14,1,1,1,,9,,,
1996-09-09T03:34Z,6.10865238198015,1,5.1,1,13,1,1,1,,9,,,
1996-09-09T04:34Z,1.22173047639603,1,2.6,1,12,1,4,1,,9,,,
1996-09-09T05:34Z,3.31612557878923,1,2.1,1,8,1,4,1,,9,,,
1996-09-09T06:34Z,3.31612557878923,1,2.6,1,7,1,4,1,,9,,,
1996-09-09T07:34Z,3.31612557878923,1,2.6,1,5,1,2,1,,9,,,
1996-09-09T08:34Z,,1,0,1,4,1,3,1,,9,,,
1996-09-09T09:34Z,,1,0,1,4,1,2,1,,9,,,
1996-09-09T10:34Z,,1,0,1,3,1,2,1,,9,,,
1996-09-09T11:34Z,,1,0,1,3,1,1,1,,9,,,
1996-09-09T12:34Z,,1,0,1,3,1,1,1,,9,,,
1996-09-09T14:14Z,,1,0,1,4,1,1,1,,9,,,
1996-09-09T14:34Z,3.66519142918809,1,1.5,1,4,1,2,1,,9,,,
1996-09-09T15:34Z,,1,0,1,5,1,3,1,,9,,,
1996-09-09T16:34Z,1.91986217719376,1,1.5,1,6,1,3,1,,9,,,
1996-09-09T17:34Z,,1,0,1,6,1,3,1,,9,,,
1996-09-09T19:14Z,2.79252680319093,1,1.5,1,9,1,4,1,,9,,,
1996-09-09T20:14Z,,1,0,1,10,1,3,1,,9,,,
1996-09-09T20:34Z,,1,0,1,11,1,3,1,,9,,,
1996-09-09T21:34Z,,1,0,1,10,1,4,1,,9,,,
1996-09-09T22:34Z,,1,0,1,11,1,4,1,,9,,,
1996-09-09T23:34Z,0.523598775598299,1,1.5,1,10,1,6,1,,9,,,
1996-09-10T00:34Z,,1,0,1,9,1,4,1,,9,,,
1996-09-10T01:34Z,,1,0,1,9,1,4,1,,9,,,
1996-09-10T02:34Z,3.14159265358979,1,1.5,1,9,1,7,1,,9,,,
1996-09-10T03:34Z,3.14159265358979,1,1.5,1,8,1,6,1,,9,,,
1996-09-10T04:34Z,3.31612557878923,1,1.5,1,7,1,6,1,,9,,,
1996-09-10T05:34Z,,1,0,1,7,1,7,1,,9,,,
1996-09-10T06:34Z,,1,0,1,7,1,6,1,,9,,,
1996-09-10T07:34Z,2.96705972839036,1,1.5,1,6,1,5,1,,9,,,
1996-09-10T08:34Z,3.14159265358979,1,1.5,1,6,1,5,1,,9,,,
1996-09-10T09:34Z,,1,0,1,7,1,5,1,,9,,,
1996-09-10T11:14Z,2.96705972839036,1,2.1,1,6,1,4,1,,9,,,
1996-09-10T11:34Z,,1,0,1,5,1,3,1,,9,,,
1996-09-10T12:34Z,,1,0,1,4,1,4,1,,9,,,
1996-09-10T13:54Z,,1,0,1,5,1,3,1,,9,,,
1996-09-10T14:34Z,3.83972435438753,1,1.5,1,5,1,4,1,,9,,,
1996-09-10T15:54Z,1.74532925199433,1,1.5,1,6,1,4,1,,9,,,
1996-09-10T16:34Z,,1,0,1,6,1,5,1,,9,,,
1996-09-10T18:14Z,,1,0,1,8,1,4,1,,9,,,
1996-09-10T18:34Z,,1,0,1,8,1,5,1,,9,,,
1996-09-10T19:34Z,,1,0,1,9,1,6,1,,9,,,
1996-09-10T20:34Z,,1,0,1,9,1,6,1,,9,,,
1996-09-10T22:14Z,,1,0,1,9,1,4,1,,9,,,
1996-09-10T22:34Z,,1,0,1,10,1,5,1,,9,,,
1996-09-10T23:34Z,,1,0,1,11,1,4,1,,9,,,
1996-09-11T00:34Z,,1,0,1,11,1,5,1,,9,,,
1996-09-11T01:34Z,,1,0,1,11,1,4,1,,9,,,
1996-09-11T02:34Z,,1,0,1,11,1,7,1,,9,,,
1996-09-11T03:34Z,,1,0,1,10,1,7,1,,9,,,
1996-09-11T04:34Z,3.66519142918809,1,2.1,1,11,1,7,1,,9,,,
